city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month
AL BAHA,HM No  52041  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L FAMILY PACK,21-30,2023,12
YANBU,HM No  54816  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,NOUR,VEGETABLE,0.6L,NOUR VEGETABLE 0.6L,31-40,2023,10
AL BAHA,HM No  88362  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RAWABI,VEGETABLE,3L,RAWABI VEGETABLE 3L PLUS,81-90,2024,10
JAZAN,HM No  56499  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L ECO,41-50,2023,6
YANBU,HM No  76131  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,ZAHRA,CORN,1.8L,ZAHRA CORN 1.8L PLUS,51-60,2023,3
AL BAHA,HM No  81081  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,ZAHRA,CANOLA,0.5L,ZAHRA CANOLA 0.5L ECO,21-30,2024,12
HAIL,HM No  58527  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,RIMAL,VEGETABLE,3L,RIMAL VEGETABLE 3L PLUS,21-30,2023,6
AL BAHA,HM No  99170  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,NAJMA,CORN,4L,NAJMA CORN 4L PLUS,61-70,2022,10
AL KHARJ,HM No  63942  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,SABAYA,COCONUT,0.5L,SABAYA COCONUT 0.5L PLUS,91-100,2023,2
TABUK,HM No  87624  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L PREMIUM,101+,2024,11
AL KHARJ,HM No  51720  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,NAJMA,COCONUT,1L,NAJMA COCONUT 1L FAMILY PACK,51-60,2023,6
RIYADH,HM No  61888  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,RIMAL,SUNFLOWER,0.5L,RIMAL SUNFLOWER 0.5L TWIN PACK,11-20$,2022,12
AL KHARJ,HM No  64098  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,1.5L,RAWABI SUNFLOWER 1.5L TWIN PACK,61-70,2023,12
HAIL,HM No  87197  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,NAJMA,COCONUT,0.6L,NAJMA COCONUT 0.6L PREMIUM,11-20$,2024,2
TABUK,HM No  79039  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,SABAYA,VEGETABLE,2.9L,SABAYA VEGETABLE 2.9L ECO,51-60,2022,9
JEDDAH,HM No  72621  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L FAMILY PACK,101+,2023,9
AL BAHA,HM No  70212  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L,11-20$,2022,5
TAIF,HM No  58993  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,LARA,CORN,0.5L,LARA CORN 0.5L,81-90,2024,7
DAMMAM,HM No  58466  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,BAYTNA,COCONUT,3L,BAYTNA COCONUT 3L PREMIUM,61-70,2022,7
MAKKAH,HM No  52772  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,NAJMA,SUNFLOWER,0.5L,NAJMA SUNFLOWER 0.5L PLUS,101+,2023,10
JAZAN,HM No  96497  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,LARA,CANOLA,1.8L,LARA CANOLA 1.8L,61-70,2022,10
YANBU,HM No  95194  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,ZAHRA,SUNFLOWER,0.5L,ZAHRA SUNFLOWER 0.5L TWIN PACK,71-80,2024,7
AL KHARJ,HM No  55154  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,LARA,CORN,0.75L,LARA CORN 0.75L PLUS,31-40,2022,9
AL BAHA,HM No  57472  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NOUR,CORN,9L,NOUR CORN 9L FAMILY PACK,31-40,2022,2
DAMMAM,HM No  66775  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,0.6L,GULF GOLD VEGETABLE 0.6L FAMILY PACK,21-30,2022,11
YANBU,HM No  80405  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,RIMAL,VEGETABLE,1.5L,RIMAL VEGETABLE 1.5L FAMILY PACK,61-70,2022,8
JEDDAH,HM No  80731  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,LARA,CORN,4L,LARA CORN 4L,61-70,2024,2
TABUK,HM No  80260  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,NAJMA,CANOLA,1.5L,NAJMA CANOLA 1.5L PLUS,21-30,2024,2
AL AHSA,HM No  88933  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,SABAYA,VEGETABLE,3L,SABAYA VEGETABLE 3L FAMILY PACK,11-20$,2023,10
AL BAHA,HM No  62336  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,SUNFLOWER,3L,RIMAL SUNFLOWER 3L TWIN PACK,11-20$,2023,2
HAIL,HM No  96813  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,BAYTNA,COCONUT,0.2L,BAYTNA COCONUT 0.2L TWIN PACK,81-90,2023,9
AL KHARJ,HM No  89964  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CORN,1L,NOUR CORN 1L ECO,71-80,2023,11
AL AHSA,HM No  53431  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,ZAHRA,CORN,0.5L,ZAHRA CORN 0.5L PREMIUM,71-80,2023,5
MAKKAH,HM No  93028  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,CANOLA,4L,NOUR CANOLA 4L FAMILY PACK,31-40,2023,5
AL BAHA,HM No  95775  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,GULF GOLD,VEGETABLE,9L,GULF GOLD VEGETABLE 9L,51-60,2024,7
AL BAHA,HM No  71527  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L FAMILY PACK,71-80,2024,6
RIYADH,HM No  73763  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,GULF GOLD,COCONUT,1.5L,GULF GOLD COCONUT 1.5L ECO,41-50,2022,3
DAMMAM,HM No  55057  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,ZAHRA,VEGETABLE,10L,ZAHRA VEGETABLE 10L PREMIUM,91-100,2022,11
HAIL,HM No  90503  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L TWIN PACK,31-40,2024,10
DAMMAM,HM No  97263  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NAJMA,SUNFLOWER,1.5L,NAJMA SUNFLOWER 1.5L FAMILY PACK,41-50,2023,10
TABUK,HM No  99308  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L PLUS,81-90,2022,6
AL BAHA,HM No  87383  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,SABAYA,CORN,10L,SABAYA CORN 10L ECO,91-100,2024,7
DAMMAM,HM No  63087  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,LARA,CANOLA,4.5L,LARA CANOLA 4.5L ECO,61-70,2024,2
MAKKAH,HM No  83810  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,LARA,CANOLA,10L,LARA CANOLA 10L TWIN PACK,51-60,2023,9
DAMMAM,HM No  78670  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,HILAL,SUNFLOWER,1.5L,HILAL SUNFLOWER 1.5L,71-80,2022,7
AL KHARJ,HM No  74507  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,RAWABI,CANOLA,1.5L,RAWABI CANOLA 1.5L TWIN PACK,11-20$,2023,2
MAKKAH,HM No  92595  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,GULF GOLD,COCONUT,0.2L,GULF GOLD COCONUT 0.2L PLUS,81-90,2024,3
MAKKAH,HM No  80743  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,RIMAL,CANOLA,0.5L,RIMAL CANOLA 0.5L,51-60,2022,3
AL KHARJ,HM No  97660  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L PLUS,21-30,2022,4
JAZAN,HM No  91874  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,ZAHRA,CANOLA,2.9L,ZAHRA CANOLA 2.9L PREMIUM,91-100,2022,11
AL KHARJ,HM No  87686  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,GULF GOLD,CORN,1.8L,GULF GOLD CORN 1.8L,101+,2023,4
AL AHSA,HM No  77300  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,ZAHRA,VEGETABLE,1.5L,ZAHRA VEGETABLE 1.5L,91-100,2024,9
AL KHARJ,HM No  86316  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,RAWABI,SUNFLOWER,0.2L,RAWABI SUNFLOWER 0.2L FAMILY PACK,71-80,2023,5
MAKKAH,HM No  51064  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L FAMILY PACK,21-30,2024,12
HAIL,HM No  58743  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,NOUR,VEGETABLE,1.5L,NOUR VEGETABLE 1.5L FAMILY PACK,31-40,2024,8
MAKKAH,HM No  81361  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,GULF GOLD,CANOLA,9L,GULF GOLD CANOLA 9L ECO,11-20$,2023,4
RIYADH,HM No  63072  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,NOUR,CORN,3L,NOUR CORN 3L ECO,91-100,2023,5
RIYADH,HM No  99367  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,LARA,CORN,10L,LARA CORN 10L,61-70,2023,2
HAIL,HM No  78636  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,SABAYA,SUNFLOWER,1.5L,SABAYA SUNFLOWER 1.5L TWIN PACK,81-90,2024,8
HAIL,HM No  84031  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,ZAHRA,SUNFLOWER,0.5L,ZAHRA SUNFLOWER 0.5L ECO,101+,2022,9
TABUK,HM No  71050  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L PLUS,51-60,2023,10
MAKKAH,HM No  77925  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,CORN,2.9L,SABAYA CORN 2.9L,61-70,2024,7
TABUK,HM No  91908  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,ZAHRA,SUNFLOWER,1.5L,ZAHRA SUNFLOWER 1.5L PREMIUM,31-40,2022,3
AL AHSA,HM No  94439  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NAJMA,COCONUT,0.5L,NAJMA COCONUT 0.5L TWIN PACK,61-70,2023,7
AL AHSA,HM No  52122  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,SABAYA,CORN,1.5L,SABAYA CORN 1.5L ECO,21-30,2024,3
AL KHARJ,HM No  74048  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,NOUR,CORN,0.75L,NOUR CORN 0.75L,11-20$,2024,3
YANBU,HM No  83930  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,BAYTNA,CANOLA,1L,BAYTNA CANOLA 1L PLUS,81-90,2022,10
TABUK,HM No  95480  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,HILAL,CANOLA,0.6L,HILAL CANOLA 0.6L,81-90,2022,12
YANBU,HM No  55753  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,NOUR,CANOLA,3L,NOUR CANOLA 3L PREMIUM,51-60,2023,3
MAKKAH,HM No  96501  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,VEGETABLE,0.75L,NOUR VEGETABLE 0.75L,41-50,2022,4
YANBU,HM No  51722  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,BAYTNA,VEGETABLE,1.5L,BAYTNA VEGETABLE 1.5L ECO,91-100,2022,10
JEDDAH,HM No  54308  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,RAWABI,SUNFLOWER,3L,RAWABI SUNFLOWER 3L ECO,71-80,2024,2
DAMMAM,HM No  70776  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,4.5L,SABAYA SUNFLOWER 4.5L PREMIUM,61-70,2022,9
AL BAHA,HM No  88521  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,GULF GOLD,SUNFLOWER,3L,GULF GOLD SUNFLOWER 3L,21-30,2024,3
TABUK,HM No  60790  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,NOUR,COCONUT,1.5L,NOUR COCONUT 1.5L PREMIUM,51-60,2022,5
TAIF,HM No  91619  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,GULF GOLD,CORN,4L,GULF GOLD CORN 4L PREMIUM,21-30,2024,11
DAMMAM,HM No  88784  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,GULF GOLD,VEGETABLE,9L,GULF GOLD VEGETABLE 9L PREMIUM,61-70,2024,1
RIYADH,HM No  55323  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,RIMAL,CORN,4.5L,RIMAL CORN 4.5L TWIN PACK,101+,2023,10
AL BAHA,HM No  51984  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,BAYTNA,CORN,4.5L,BAYTNA CORN 4.5L PLUS,81-90,2022,11
JAZAN,HM No  69492  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,ZAHRA,CANOLA,0.6L,ZAHRA CANOLA 0.6L ECO,71-80,2023,8
TAIF,HM No  72294  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,NOUR,CORN,9L,NOUR CORN 9L PLUS,71-80,2022,6
AL KHARJ,HM No  86808  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,COCONUT,2.9L,NOUR COCONUT 2.9L,51-60,2023,4
DAMMAM,HM No  56344  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,LARA,SUNFLOWER,4L,LARA SUNFLOWER 4L ECO,41-50,2022,6
AL AHSA,HM No  97259  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,HILAL,COCONUT,2.9L,HILAL COCONUT 2.9L PREMIUM,81-90,2023,5
YANBU,HM No  51518  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,RAWABI,VEGETABLE,2.9L,RAWABI VEGETABLE 2.9L TWIN PACK,41-50,2024,6
RIYADH,HM No  53312  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,SABAYA,VEGETABLE,4.5L,SABAYA VEGETABLE 4.5L FAMILY PACK,81-90,2023,9
RIYADH,HM No  57044  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,GULF GOLD,CORN,9L,GULF GOLD CORN 9L PLUS,71-80,2023,1
JAZAN,HM No  53352  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,NOUR,VEGETABLE,1L,NOUR VEGETABLE 1L,71-80,2024,8
AL KHARJ,HM No  68331  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CANOLA,1.8L,GULF GOLD CANOLA 1.8L PLUS,61-70,2024,6
DAMMAM,HM No  63045  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,BAYTNA,CANOLA,0.2L,BAYTNA CANOLA 0.2L,31-40,2024,6
YANBU,HM No  84034  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,VEGETABLE,3L,GULF GOLD VEGETABLE 3L TWIN PACK,61-70,2024,6
DAMMAM,HM No  75752  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,RIMAL,CORN,3L,RIMAL CORN 3L PREMIUM,91-100,2023,12
AL AHSA,HM No  69647  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NAJMA,CORN,1.5L,NAJMA CORN 1.5L FAMILY PACK,21-30,2023,10
TABUK,HM No  97534  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,SUNFLOWER,1L,RIMAL SUNFLOWER 1L FAMILY PACK,101+,2024,4
MAKKAH,HM No  53365  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,GULF GOLD,VEGETABLE,4.5L,GULF GOLD VEGETABLE 4.5L FAMILY PACK,101+,2023,3
AL BAHA,HM No  65872  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,RIMAL,CANOLA,0.75L,RIMAL CANOLA 0.75L,81-90,2023,7
DAMMAM,HM No  77063  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L PREMIUM,81-90,2024,12
RIYADH,HM No  96253  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,BAYTNA,COCONUT,3L,BAYTNA COCONUT 3L PLUS,81-90,2024,7
HAIL,HM No  61349  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,BAYTNA,CORN,3L,BAYTNA CORN 3L PLUS,51-60,2024,8
TAIF,HM No  66155  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,BAYTNA,CORN,0.75L,BAYTNA CORN 0.75L PLUS,51-60,2024,4
MAKKAH,HM No  96202  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,NOUR,SUNFLOWER,1.5L,NOUR SUNFLOWER 1.5L PREMIUM,51-60,2023,2
AL AHSA,HM No  94343  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,RAWABI,CORN,10L,RAWABI CORN 10L TWIN PACK,51-60,2022,5
MAKKAH,HM No  55179  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,CORN,9L,SABAYA CORN 9L ECO,41-50,2022,9
TABUK,HM No  86832  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,GULF GOLD,CANOLA,4L,GULF GOLD CANOLA 4L FAMILY PACK,101+,2022,4
RIYADH,HM No  93898  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,HILAL,CANOLA,0.5L,HILAL CANOLA 0.5L ECO,61-70,2024,8
JEDDAH,HM No  94642  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NAJMA,VEGETABLE,0.6L,NAJMA VEGETABLE 0.6L ECO,81-90,2023,11
TAIF,HM No  99539  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,NOUR,CORN,4.5L,NOUR CORN 4.5L,21-30,2024,10
TAIF,HM No  85071  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,GULF GOLD,SUNFLOWER,0.6L,GULF GOLD SUNFLOWER 0.6L,71-80,2023,3
MAKKAH,HM No  68970  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NAJMA,CORN,4L,NAJMA CORN 4L PREMIUM,21-30,2023,5
YANBU,HM No  92029  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,VEGETABLE,2.9L,GULF GOLD VEGETABLE 2.9L PLUS,41-50,2022,6
DAMMAM,HM No  97914  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,LARA,COCONUT,0.2L,LARA COCONUT 0.2L FAMILY PACK,61-70,2023,10
AL BAHA,HM No  99629  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,4.5L,GULF GOLD VEGETABLE 4.5L ECO,71-80,2024,6
JEDDAH,HM No  76269  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,GULF GOLD,COCONUT,2.9L,GULF GOLD COCONUT 2.9L PLUS,41-50,2022,5
JAZAN,HM No  65435  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,LARA,CORN,1L,LARA CORN 1L PREMIUM,101+,2022,5
AL BAHA,HM No  73563  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NAJMA,CANOLA,2.9L,NAJMA CANOLA 2.9L PLUS,31-40,2023,11
AL KHARJ,HM No  96108  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,ZAHRA,CORN,1.5L,ZAHRA CORN 1.5L PREMIUM,41-50,2022,3
YANBU,HM No  60039  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,RIMAL,CORN,1.8L,RIMAL CORN 1.8L FAMILY PACK,91-100,2023,9
AL BAHA,HM No  64313  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,RIMAL,CANOLA,3L,RIMAL CANOLA 3L ECO,91-100,2024,6
JEDDAH,HM No  86973  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,NAJMA,VEGETABLE,3L,NAJMA VEGETABLE 3L TWIN PACK,101+,2024,3
DAMMAM,HM No  71503  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,ZAHRA,COCONUT,9L,ZAHRA COCONUT 9L PREMIUM,81-90,2022,9
YANBU,HM No  53646  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,VEGETABLE,1.8L,GULF GOLD VEGETABLE 1.8L ECO,101+,2022,9
YANBU,HM No  94090  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,NAJMA,SUNFLOWER,1L,NAJMA SUNFLOWER 1L,41-50,2024,2
RIYADH,HM No  77767  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,ZAHRA,VEGETABLE,0.2L,ZAHRA VEGETABLE 0.2L,81-90,2022,5
JAZAN,HM No  61795  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,RAWABI,CORN,1.8L,RAWABI CORN 1.8L ECO,71-80,2023,2
AL BAHA,HM No  93371  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,NOUR,CANOLA,0.6L,NOUR CANOLA 0.6L PREMIUM,71-80,2024,3
MAKKAH,HM No  64594  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NAJMA,CORN,2.9L,NAJMA CORN 2.9L FAMILY PACK,91-100,2023,9
JAZAN,HM No  65051  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,SABAYA,CORN,0.6L,SABAYA CORN 0.6L PLUS,41-50,2024,2
RIYADH,HM No  93266  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,RIMAL,CANOLA,0.75L,RIMAL CANOLA 0.75L TWIN PACK,21-30,2022,10
RIYADH,HM No  79257  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,HILAL,CANOLA,1.8L,HILAL CANOLA 1.8L ECO,41-50,2024,4
RIYADH,HM No  59183  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,HILAL,VEGETABLE,1.5L,HILAL VEGETABLE 1.5L PREMIUM,101+,2024,6
TAIF,HM No  69776  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L PLUS,51-60,2022,9
AL AHSA,HM No  98182  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,RAWABI,VEGETABLE,2.9L,RAWABI VEGETABLE 2.9L,61-70,2024,11
JAZAN,HM No  84371  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,RAWABI,SUNFLOWER,0.6L,RAWABI SUNFLOWER 0.6L PLUS,71-80,2022,9
YANBU,HM No  65792  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,LARA,COCONUT,10L,LARA COCONUT 10L ECO,11-20$,2024,7
JAZAN,HM No  86522  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,RAWABI,COCONUT,1L,RAWABI COCONUT 1L TWIN PACK,61-70,2024,2
YANBU,HM No  74318  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,BAYTNA,COCONUT,0.2L,BAYTNA COCONUT 0.2L PLUS,71-80,2024,10
AL AHSA,HM No  52591  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,HILAL,VEGETABLE,9L,HILAL VEGETABLE 9L FAMILY PACK,91-100,2022,8
TAIF,HM No  71821  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,NAJMA,COCONUT,0.75L,NAJMA COCONUT 0.75L FAMILY PACK,21-30,2024,8
TAIF,HM No  95588  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RAWABI,COCONUT,3L,RAWABI COCONUT 3L PLUS,51-60,2023,8
AL KHARJ,HM No  92514  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,LARA,CORN,1.5L,LARA CORN 1.5L PREMIUM,81-90,2023,2
MAKKAH,HM No  80768  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,HILAL,CORN,1.5L,HILAL CORN 1.5L ECO,11-20$,2024,4
MAKKAH,HM No  59563  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,LARA,VEGETABLE,4L,LARA VEGETABLE 4L PREMIUM,71-80,2023,3
